delude, antique, Pergamon, directory, integrate, pectoral, wiener, inconstant, quack, slob, elliptic, architect, trainmen, Richardson, Johnsen, pot, brethren, slick, Kankakee, pairwise, Bruckner, accrual, Scotland, sewerage, dermatology, obsessive, Columbia, eschew, carport, preparation, Seneca, ropy, Roseland, frog, playa, handicraftsman, linoleic, scorpion, trill, migrate
89 : 71 | 63 | 19 | 43 | debauch | stablemen | solo | actinic | gregarious | immigrant | monologue | 84 | 24 | abandon | 11 | easy | 72 | transgressor | escritoire | mortgage | 13 | 5 | 15 | 37 | FBI | depend | 80 | Healey | 82 | 60 | conifer | 35 | 65 | 70 | halide | dump | pup | 67 | 7
75 : 33 | 40 | Gottfried | walla | scabrous | 62 | anthracnose | shrivel | 86 | 66 | 87 | 17 | 33 | science | 53 | 55 | 86 | dieldrin | 75 | 14 | 53 | 15 | pinxter | Io | 4 | silane | 21 | 0 | 49 | crab | 18 | 77 | 10 | vivacious | canvas | grottoes | 80 | 67 | writ
51 : jungle | elephantine | astrologer | 65 | 72 | ordinal | 42 | 11 | gavel | jab | 37 | breakfast | 50 | 64 | 9 | 37 | 89 | 21 | curvilinear | 64 | 22 | 13 | 77 | 32 | 65 | 94 | Fran | 92 | 31 | 0 | penance | Tartary | senatorial | 12 | 51 | penance | quasi | cease | 74
Lutz : apartheid | Guggenheim | Herman | 57 | tenderfoot | 56 | tintype | few | 51 | hypophyseal | 9 | flout | irreconcilable | 33 | 29 | Flagler | Antioch | 68 | metro | 5 | 50 | quartermaster | Euclidean | 83 | 38 | doorkeeper | trick | revocable | insulin | refrain | 0 | persuasion | Aeschylus | Parthia | 54 | pontiff | 15 | 71 | 91
33 : 86 | 90 | 57 | 14 | multifarious | index | Smyrna | simplify | beneficent | deduct | 50 | 11 | arid | Fortescue | 98 | 58 | complicity | 98 | 53 | 1 | 50 | regimentation | 37 | 91 | 60 | dandy | Fordham | whodunit | 78 | 0 | swimsuit | 36 | 52 | Patton | 2 | epoxy | 23 | 93 | 12
4 : 91 | 83 | 66 | 16 | alienate | Vicky | 60 | rejoice | 98 | 39 | polemic | 44 | 9 | 49 | 60 | 61 | 58 | 36 | basilisk | 84 | mud | Hawaiian | determinate | Mozart | 62 | price | 39 | 7 | 71 | nervous | alcoholic | 27 | 71 | 7 | 52 | 7 | Bamberger | 58 | 79
ridden : 24 | jake | 58 | 71 | picofarad | 86 | hyperbolic | crane | Quichua | 72 | thereon | 53 | 88 | gnomon | puritanic | 34 | 7 | 92 | 71 | 94 | 1 | 41 | 79 | survivor | condolence | Minneapolis | 9 | 32 | 47 | burglarproof | 85 | 1 | prologue | reluctant | 35 | 33 | denotative | improvisate | typo
99 : 50 | 79 | douse | 60 | 45 | stiletto | 68 | colonel | 35 | addenda | 91 | 10 | 83 | smack | 94 | quadruple | 87 | 76 | streptomycin | congestive | 56 | Irishman | 32 | concussion | 16 | 61 | 6 | 93 | 71 | inflow | 34 | 78 | 0 | 64 | frenetic | Sussex | garland | rutty | 10
80 : 66 | 33 | 66 | 21 | 1 | 72 | ransack | 53 | Aberdeen | 21 | gibbet | 24 | Shipley | odd | 95 | intuit | 86 | 89 | 70 | 7 | copra | Pickford | amoeba | diabase | 3 | 59 | 21 | 82 | bridge | 93 | applicable | Jarvin | 8 | 59 | 21 | dilapidate | Ganymede | 44 | ridgepole
67 : 25 | 39 | fraudulent | 56 | 55 | 97 | 27 | detention | 49 | 87 | quibble | 26 | quorum | Kline | 26 | 27 | carefree | Ramada | Nicaragua | paleoanthropology | vulnerable | leftover | Aquila | suffuse | OPEC | 79 | 63 | 86 | blockage | 45 | 3 | 6 | colloquium | Norwich | 84 | 91 | 41 | 99 | stay
fragmentation : 46 | 13 | freedmen | 60 | 43 | 68 | 50 | 26 | 67 | 48 | Woolworth | 99 | 0 | putrefaction | antique | 9 | 66 | 62 | 14 | Townsend | 61 | 11 | 39 | 17 | 24 | strict | 29 | 15 | 85 | 60 | 17 | 73 | Dorcas | solid | paradoxic | 29 | 76 | 97 | 41
0 : 42 | annelid | 36 | knick | 71 | calligraph | upbring | Tuttle | Analects | 21 | 61 | 9 | 89 | 44 | 69 | coterie | hip | 68 | 4 | 91 | 24 | incommunicable | 27 | emendable | 95 | 55 | 55 | antigorite | 85 | nameable | 43 | 82 | Delaware | 9 | burdock | tangerine | 54 | 42 | 18
80 : Romanesque | 79 | 12 | macerate | concerti | 16 | coastline | tampon | 43 | tilth | 60 | 38 | 43 | reef | mire | Simon | Maurine | crisp | 18 | chalk | 77 | 60 | 15 | 30 | 92 | 35 | 20 | Atropos | 84 | 24 | Samson | 91 | Durrell | Krause | bookseller | Moline | 22 | SW | Hubbard
Kerouac : 4 | 67 | 85 | comprehensible | prefab | 28 | 58 | 30 | 15 | siltation | 34 | square | 31 | 97 | transfix | 59 | estrus | 9 | jumpy | 90 | 96 | 59 | descendant | consternate | hothead | secrete | prussic | trifluoride | 24 | 4 | Brookhaven | 16 | 43 | 92 | 87 | 52 | multiplicative | built | 69
43 : 19 | 79 | 6 | adipic | incommensurate | 90 | 5 | 34 | Sequoia | 23 | 31 | provoke | side | shan't | 3 | 91 | 35 | 31 | procedure | 89 | 11 | 19 | 90 | polyhedra | beach | 77 | fallacious | Bridgewater | kite | issue | 34 | Hershey | colonnade | besotted | 37 | were | fete | runoff | 50
40 : 16 | turnkey | 50 | 8 | meaningful | 49 | 24 | 44 | efficient | absurd | 59 | 96 | 17 | 71 | mannequin | 51 | 96 | joy | 75 | 10 | Norfolk | barnacle | 68 | at | 7 | 79 | 39 | 18 | fanciful | 74 | harm | 3 | 57 | Dinah | 61 | 58 | 6 | 93 | 53
4 : 74 | 92 | 10 | 87 | 11 | 3 | 39 | 4 | 23 | Nat | bask | 25 | 8 | taiga | 7 | transconductance | 46 | 28 | 96 | Cleveland | 45 | 19 | 8 | tablecloth | 11 | 10 | Scotsman | 9 | inch | 91 | psychoanalytic | 41 | Delphinus | 16 | 29 | 84 | 90 | 54 | maple
61 : 4 | 52 | pentagonal | 2 | 61 | incipient | gavotte | 46 | 77 | bootstrap | 33 | 69 | 12 | trauma | haste | 55 | Hadamard | 80 | impedance | 42 | 66 | 60 | 91 | telltale | 93 | 74 | 13 | yond | 4 | plenary | Marx | 79 | diligent | 50 | 12 | 49 | agent | Ron | 53
merriment : 76 | babe | aegis | 1 | 57 | 91 | 43 | sigh | 80 | influence | 24 | gypsy | catheter | 33 | 66 | etc | Asilomar | prehensile | boogie | 31 | wooden | 67 | factorial | 10 | footwork | 19 | 21 | 25 | 34 | Nevada | 30 | 1 | staircase | Prometheus | 13 | deceptive | 63 | 49 | 73
woolgather : 78 | satisfactory | heed | 8 | 25 | 51 | 81 | congest | 59 | 19 | boot | 70 | touchdown | 12 | 21 | 2 | Monteverdi | 75 | a | crinkle | 25 | 98 | 65 | 67 | 57 | assert | 58 | childrearing | 6 | 31 | 34 | 10 | chickweed | 46 | Jew | Auschwitz | clot | cinder | bank
55 : accommodate | 1 | 19 | 90 | 11 | 72 | inharmonious | laryngeal | tragicomic | 91 | 23 | 60 | 33 | 57 | 82 | capacitate | 90 | 72 | result | dagger | irrational | 21 | 62 | blond | haggle | 83 | 18 | apprentice | 81 | 27 | suspend | 24 | slant | 5 | 19 | 67 | baseboard | gopher | fled
42 : 12 | 17 | 76 | 30 | geographer | 34 | 52 | 78 | 42 | 6 | smooth | 62 | 62 | 54 | 72 | 74 | 10 | 89 | beckon | 79 | 18 | 31 | 11 | chump | 27 | 88 | shuddery | 20 | 24 | 98 | 5 | mercer | 27 | compassion | 34 | 43 | 85 | Scripps | 58
4 : 3 | 37 | 30 | bluebonnet | 79 | purl | gestural | satiric | slippery | 53 | 24 | Auckland | size | 90 | haw | 58 | pipeline | 82 | breakfast | 44 | 90 | onetime | 76 | Moe | cheesemaking | who'd | tantalum | 62 | 14 | 64 | dutiful | 30 | 23 | quintuplet | 35 | mystery | cuneiform | 5 | Sylow
16 : 55 | 75 | 95 | 53 | 28 | chaff | Benedictine | 8 | 12 | choice | Cretan | 9 | assessor | Segovia | 64 | 59 | 25 | 91 | 62 | 82 | 74 | 7 | vermouth | 35 | 84 | enol | 44 | 78 | 19 | 42 | 76 | 71 | 67 | 23 | 89 | caption | mammary | 63 | 10
84 : 31 | 65 | 51 | 3 | 1 | indebted | 48 | Ingersoll | vampire | peppergrass | 68 | d | Lawrence | lath | 8 | 50 | 62 | 10 | Malagasy | 89 | 87 | 10 | exec | spectrometer | insupportable | 23 | 79 | 41 | known | dactylic | refugee | 71 | 86 | mourn | 79 | 4 | 81 | 81 | ketosis
20 : 44 | 59 | 73 | intendant | 94 | 72 | 38 | 52 | 12 | Durango | Barbour | footbridge | 11 | tea | drug | 2 | hunch | centipede | 72 | widespread | 0 | electress | 13 | 17 | 86 | Magdalene | tile | 40 | Pollux | sickish | 7 | alizarin | 19 | 35 | perchlorate | 78 | rainstorm | 70 | 35
47 : 62 | 50 | 44 | 28 | pentagonal | 67 | 57 | 70 | rubble | 87 | Mayer | laterite | 12 | 74 | 66 | 87 | 82 | pushover | Viking | 79 | difluoride | 56 | 75 | 46 | polish | 44 | 4 | 96 | whirl | fife | 3 | 83 | 37 | karyatid | 96 | 25 | Nina | 40 | Moldavia
2 : Griffith | 94 | 7 | silt | 12 | 72 | 34 | Leander | 77 | Negroes | denunciate | 44 | 18 | Weller | 94 | sandblast | gangster | Hanna | raffia | lacy | 94 | 88 | spore | bootstrap | 49 | Saturday | hornbeam | 65 | homicide | 18 | 1 | Karamazov | scorn | thorough | monopoly | 68 | 74 | 23 | joint
pigging : 81 | 0 | 84 | floppy | table | 2 | 16 | 60 | mutiny | maestro | railroad | 42 | 86 | relaxation | 29 | 55 | fete | 80 | 80 | 20 | Clio | 81 | bonfire | 59 | 77 | Marlboro | 64 | 68 | 69 | mawkish | rowdy | 32 | Napoleon | viscosity | 90 | 45 | 93 | 37 | Blum
21 : 62 | 67 | 27 | 91 | incorruptible | ogle | 21 | statewide | prow | 52 | 31 | parsimony | 62 | 56 | 24 | 92 | 49 | 31 | 6 | 84 | Coventry | 31 | insectivore | y's | 90 | 15 | 69 | 76 | AAAS | chronology | 70 | 74 | plowman | 90 | 65 | both | 46 | 15 | 56
9 : 33 | stratagem | 70 | Graff | 3 | bellman | general | 3 | 98 | 50 | 93 | 95 | 47 | Coventry | Francine | 71 | Ness | Pittsburgh | 46 | 44 | bold | 7 | 31 | 15 | baby | Elton | 87 | 34 | windowpane | basemen | quintet | Davison | heed | 77 | 98 | baldy | 58 | 0 | astrology
42 : 72 | 96 | 77 | 81 | 71 | 21 | swung | 95 | 51 | 58 | 55 | 47 | constituent | 58 | infusoria | 60 | petal | 49 | divisor | 11 | 31 | 8 | gherkin | caliper | 41 | 47 | 94 | 85 | percept | 84 | 45 | 43 | 16 | beatitude | colossal | ebb | Spokane | tea | sew
chevalier : exact | 69 | 41 | 45 | blocky | 9 | stagnate | 74 | Ursula | credential | 40 | amateur | 66 | whey | 0 | 97 | 30 | 49 | abhor | 62 | 3 | 75 | Marsha | chalky | 86 | 66 | 97 | gauge | 6 | 60 | 13 | tolerable | centaur | 64 | 63 | 49 | 69 | 52 | 27
84 : 63 | gulf | 67 | Woodlawn | 2 | eucre | tigress | 82 | trawl | deuterium | 67 | 45 | 17 | 65 | 72 | 73 | 29 | 18 | 4 | curricula | 25 | gyrocompass | 14 | arduous | 13 | 25 | 3 | Brent | headcount | licorice | 93 | 78 | 6 | 36 | 87 | 76 | 63 | 48 | 97
neoteny : 20 | 75 | tift | banter | pain | 59 | Indochina | coauthor | Paso | bigamy | parole | 20 | 58 | 43 | Kaufman | 40 | 77 | 27 | 55 | Tito | responsible | benchmark | merganser | palp | 76 | rant | 51 | discomfit | quarantine | gaze | gamecock | heckle | 89 | 30 | 20 | indecomposable | wok | 6 | 96
16 : 24 | 38 | regalia | 56 | swath | 53 | 50 | 74 | 5 | 57 | chauffeur | echoes | 79 | 78 | 67 | 34 | mannequin | 12 | 66 | 46 | 23 | Caviness | 81 | 85 | fourfold | 34 | password | 36 | marmot | 82 | Fiberglas | 68 | 3 | 89 | 29 | 81 | FPC | 31 | haircut
aforethought : 74 | 23 | 26 | mockup | cinquefoil | 46 | 77 | cosmology | 89 | 45 | Hans | 50 | all | 88 | 35 | 80 | inferring | nereid | subvert | featherweight | 56 | 73 | narrow | civilian | plethora | 99 | matron | 74 | kidnapping | opposable | 72 | Tass | psychosomatic | 13 | doleful | 73 | slurp | 72 | 21
11 : 23 | Negroes | 24 | 46 | anthem | 72 | 69 | 73 | 32 | 54 | 75 | 88 | barbital | legion | buzzard | 95 | 43 | 90 | centenary | Holstein | 4 | aphasia | grief | 2 | provincial | irrevocable | 19 | Chinamen | plummet | pectoralis | shanty | 41 | 91 | 58 | 26 | usurpation | preparatory | Armata | 87
1 : 31 | 0 | brigand | 70 | 63 | 40 | bullfinch | 60 | 3 | gloat | satiric | 65 | 55 | 39 | 17 | Jablonsky | extricable | ascomycetes | 92 | 38 | nosebleed | 83 | Lyman | 59 | 79 | 26 | 57 | 71 | militiamen | 79 | 37 | 45 | 89 | verbena | 95 | 98 | fountain | diagnostic | 64
52 : flashback | spike | filmy | sage | 46 | permute | Ella | treatise | 39 | 92 | Stetson | 92 | 57 | carryover | 92 | 6 | 29 | point | 73 | 57 | Leyden | mindful | 81 | 85 | 40 | homeomorphic | Nash | teakwood | Adolph | 82 | kalmia | 3 | 4 | 97 | 73 | mulligan | 55 | 74 | 89
absenteeism : harmonica | impenetrable | 96 | paid | 66 | 28 | 47 | 61 | dihedral | 18 | lucid | 90 | 29 | tachometer | 57 | Deanna | 64 | marzipan | 42 | 51 | 33 | tawdry | 33 | Confucius | 62 | 9 | 24 | 70 | necrosis | 42 | invincible | Eugenia | federal | 50 | tootle | cremate | 51 | Olin | 34
39 : 25 | slaughter | acquitting | 82 | 14 | 15 | 84 | Moll | 83 | dervish | opprobrium | 90 | advice | 80 | 44 | franchise | 6 | inferior | 89 | 1 | 18 | Siemens | 41 | 79 | reciprocity | 62 | 15 | inductee | 15 | bombast | 97 | dividend | 3 | 46 | 48 | 86 | 6 | meson | 50
91 : 9 | 27 | 91 | 66 | 16 | 82 | 45 | 99 | sightseeing | 87 | 32 | hole | 21 | 85 | Barclay | 15 | 41 | 95 | brutal | gilt | 92 | 52 | Peugeot | 56 | gibe | 47 | 6 | 42 | stupefy | schoolteacher | topography | notify | integrate | stingray | surtout | buildup | 32 | 4 | 70
modal : Felix | pronounceable | 71 | brookside | 74 | Purcell | chromic | 14 | 92 | 15 | 86 | 90 | posse | 80 | Andromache | 30 | 40 | motorcycle | 13 | expand | god | secede | 67 | pelvic | 73 | 3 | exhibition | 9 | brainchild | 73 | 40 | 94 | 55 | 84 | supranational | 89 | confide | roundabout | 68
13 : Bessemer | 97 | Theresa | 79 | 55 | 5 | 76 | 24 | 90 | 72 | 56 | 38 | 81 | 76 | forwent | 2 | adenosine | 16 | arrangeable | monarchy | eschew | 67 | 26 | 52 | 12 | 74 | 17 | 82 | 46 | lineman | 64 | 68 | far | 49 | 22 | 80 | Exxon | 45 | 15
prospector : Boise | 39 | 38 | 72 | 47 | 27 | 93 | Fabian | 99 | eerie | convert | 98 | 2 | 6 | deception | Monday | 78 | 20 | cordage | 43 | McDougall | 46 | 73 | 25 | insist | ran | tragic | 37 | 0 | 61 | musky | 56 | soma | 92 | 72 | 57 | entry | Otis | 46
proprietor : 95 | 0 | rascal | bow | Gaulle | 86 | p's | 90 | poplar | 10 | libretto | 86 | 93 | 87 | 53 | extant | thirty | 52 | gentlewoman | bloodhound | ductile | taffeta | 27 | 23 | galaxy | circuitry | 16 | Aeneid | 33 | crass | 17 | nephew | 56 | 32 | juxtapose | 13 | surrender | NNW | 62
Whatley : 7 | 97 | impregnate | sourberry | barley | anxiety | crank | 35 | incestuous | 2 | 60 | ignominy | celebratory | valentine | 66 | demarcate | Cossack | 53 | avocado | 49 | Alphonse | 57 | 86 | songbook | 28 | 29 | 28 | 76 | allegate | 52 | wold | 81 | 64 | 6 | 35 | 63 | 31 | 93 | insidious
Yvette : definite | 47 | 98 | 84 | 19 | propagate | 42 | 16 | car | 12 | 85 | 30 | aggregate | 73 | attorney | 84 | opiate | 15 | 68 | cuddly | 86 | addle | 56 | 27 | 20 | diphtheria | 15 | 4 | 58 | 59 | Engle | grandchild | 22 | brick | 24 | Flagler | NYU | chastity | 53
76 : 29 | uracil | glove | 2 | Thai | 36 | 18 | 23 | 3 | 9 | 79 | 49 | 66 | 33 | 89 | alabaster | Nottingham | 67 | 31 | 65 | 40 | 7 | 18 | bone | 10 | corpuscle | 79 | corrigenda | 85 | 47 | 44 | 22 | Gatlinburg | 76 | missionary | 77 | 28 | 15 | aspirate
Brewster : 19 | pidgin | 34 | 83 | perch | 67 | corny | cowl | 22 | 0 | rambunctious | eventide | 3 | yah | 94 | 74 | ditty | Pluto | 41 | 7 | 12 | querulous | 40 | Dobbs | anyway | 80 | 6 | 90 | 54 | servant | manage | 4 | 55 | rodeo | miser | baseman | 25 | 6 | 32
92 : 43 | 71 | auk | pupal | gar | 37 | 20 | 2 | pectoralis | 96 | 6 | Rumania | quasar | 13 | 73 | twill | 84 | surfactant | 39 | 28 | shopworn | 50 | racemose | 93 | 38 | 51 | 62 | seawater | 34 | Waltham | regalia | 27 | 7 | 24 | 34 | 35 | optimal | 31 | 41
64 : silky | Canterbury | 96 | 15 | 7 | 85 | 48 | 55 | 75 | 21 | 65 | 20 | 75 | punch | 49 | 63 | 64 | 44 | 70 | 48 | 18 | truthful | 16 | 14 | 28 | 52 | 0 | hornet | introit | 23 | squad | 0 | 26 | 12 | aching | 66 | averred | meteor | slum
quicken : 95 | 41 | hoop | 96 | 1 | 96 | dais | 37 | 28 | witty | 69 | iliac | 81 | 67 | hilly | imagine | 59 | 66 | 34 | frostbite | 9 | Israelite | quaternary | 94 | cautionary | ladybug | reversible | ozone | 7 | 49 | 43 | crocus | hollow | 65 | 40 | 20 | 1 | 84 | oldster
60 : 64 | bidiagonal | 31 | 98 | 62 | 3 | 70 | 8 | 55 | morgue | 1 | 75 | councilman | sanatorium | 92 | 12 | 40 | 6 | 78 | 28 | 18 | transferring | 70 | 93 | 9 | Romanesque | 76 | any | 42 | 13 | 23 | leper | falconry | Thermofax | salsify | 68 | 59 | heartthrob | 89
perjury : 49 | score | 0 | 79 | 97 | 86 | arcsin | 54 | 70 | introduce | ombudsperson | ripoff | lapelled | acquire | tangential | 45 | 64 | 90 | 92 | super | 61 | 98 | wright | Sylow | 1 | 32 | warp | Sudan | 40 | Newcastle | 97 | Anheuser | 82 | 79 | figure | jure | 53 | 22 | 39
Dinah : 11 | 23 | fuzz | 49 | 3 | 2 | bobolink | Houdaille | lice | 55 | 54 | 86 | 25 | wiry | Merriam | 44 | 36 | respiration | 71 | 29 | 66 | 28 | acidic | 85 | 87 | 52 | stank | attenuate | syrup | Maureen | insufferable | vitrify | 43 | Stanford | osteology | 68 | 83 | 93 | commonwealth
96 : 5 | diagnostician | 10 | 77 | 4 | hubbub | identity | 30 | 91 | crack | exempt | Rydberg | 42 | electron | lily | 76 | 33 | 45 | Stearns | 97 | somebody | 41 | 38 | locksmith | 2 | 38 | 65 | rope | zeroth | paperback | blowup | 26 | 1 | 88 | Burma | 83 | 92 | fungicide | 30
88 : 31 | 31 | hatchery | 63 | 22 | 66 | 66 | 98 | 58 | 81 | leghorn | 83 | 16 | badinage | 91 | 54 | inhumane | 32 | 5 | 54 | 18 | 79 | 77 | 69 | walrus | 55 | 90 | manifesto | 94 | except | 56 | bryophyte | 50 | newel | 62 | 38 | 90 | 36 | 58
daunt : 51 | 11 | fecal | 75 | 61 | anguish | Haugen | 81 | 38 | Pamela | 66 | opal | 57 | Wolff | mesh | 5 | Jensen | 61 | 33 | 57 | 60 | stamina | 94 | 98 | 10 | mound | 88 | 23 | witch | 76 | 93 | GOP | 79 | 29 | azimuth | 51 | thoroughgoing | 7 | 27
0 : 49 | 59 | Drexel | Elkhart | 47 | 42 | novae | 32 | 40 | wash | 87 | Joaquin | 45 | nugatory | sprint | portico | aloof | 57 | 91 | bravo | exact | 42 | 18 | debate | legal | 28 | 81 | 46 | 4 | 74 | portal | Roman | deliverymen | Vella | 38 | 33 | scuffle | 65 | retrofit
69 : 71 | 89 | 46 | 98 | title | prescriptive | 65 | 12 | retrieval | 2 | 32 | KS | 76 | draught | 19 | adhesive | earthworm | 61 | 74 | paper | 42 | 32 | 13 | sloven | 66 | 61 | 63 | 37 | 72 | misshapen | amende | weapon | 54 | inscription | 21 | charm | 62 | intra | 80
5 : Australis | 77 | Vera | 60 | 69 | 30 | impress | Shipley | twisty | 98 | bury | new | 53 | Weinberg | 15 | 76 | 98 | 78 | radon | 84 | 33 | aerospace | 57 | summit | homespun | 21 | profundity | Cromwellian | Dryden | 29 | 79 | mask | Oslo | 67 | irrevocable | ibex | planoconvex | rhodium | 90
21 : 12 | 1 | Allan | 30 | 84 | buckskin | 77 | groin | Goren | storyteller | niece | woebegone | 21 | 39 | impelled | 75 | Schultz | tumbrel | Mansfield | seedling | Juliet | 9 | 68 | 44 | 22 | 74 | bromide | 43 | Plymouth | 8 | 48 | watchdog | participant | wont | 80 | 9 | 3 | 79 | 4
49 : 26 | 14 | 73 | 89 | 26 | 55 | 42 | 25 | 67 | 86 | introduce | wrack | 14 | 24 | blow | 83 | embraceable | animism | 27 | technology | 48 | elicit | reprimand | 56 | 16 | 55 | peppermint | 37 | 71 | snipe | 19 | 50 | 20 | 26 | stuffy | 30 | 93 | house | 56
47 : 94 | Rachmaninoff | big | 78 | 42 | quipping | cockroach | 11 | 49 | 34 | tartar | Doge | evolutionary | 65 | 72 | 94 | 78 | secretariat | 51 | groundsel | 72 | 8 | bristly | sphinx | Rensselaer | marzipan | nobleman | schoolroom | 92 | Gilmore | 39 | 65 | 15 | 9 | 85 | Glasgow | 62 | 89 | 75
susceptible : 13 | hangout | 98 | 89 | 82 | 48 | 26 | moose | 67 | 2 | 26 | 67 | 96 | 17 | Sana | 41 | allotted | cryptanalytic | 25 | goggle | 11 | 94 | Chantilly | 47 | Eloise | archival | 29 | tuxedo | 47 | 76 | 67 | 28 | Ahmedabad | apical | 52 | 28 | ipecac | 12 | originate
3 : 33 | 41 | Louise | 54 | tightwad | Louisa | harpoon | chiefdom | revenge | 68 | 31 | 64 | 55 | 35 | 44 | 45 | symmetry | 46 | 12 | candlestick | 16 | funerary | 17 | 64 | 64 | 25 | stolid | Arnold | respirator | 45 | 28 | mundane | 23 | 99 | shaw | inability | Edwardine | 52 | oneself
bichromate : classy | 17 | pewter | Bragg | eyeglass | 40 | 63 | 61 | 94 | 18 | Diego | 8 | 0 | 22 | congress | 96 | 40 | pipsissewa | 17 | 5 | ache | propionate | smokescreen | 44 | riflemen | 32 | 37 | 67 | 47 | Dixon | 9 | 3 | 17 | autocratic | exude | 77 | 51 | awesome | 50
17 : 45 | vegetable | adult | stringy | 0 | ascension | 78 | 83 | 77 | 3 | 26 | 5 | 81 | 4 | meter | 31 | 42 | 67 | 69 | flee | 73 | 81 | 90 | 81 | 15 | sari | 98 | 10 | 24 | 43 | x | meantime | ambuscade | 11 | 55 | 42 | Maurice | methyl | 76
bellow : careen | lolly | coercion | spark | 3 | 40 | i | convoke | 33 | 12 | statute | piano | 88 | 65 | farina | 21 | dentistry | 30 | 98 | 89 | 98 | 71 | twirly | 94 | 0 | assonant | dunce | cavalier | basso | impolite | deliverance | ramble | 58 | 33 | 90 | concentric | 20 | broadloom | 62
51 : 94 | 57 | 61 | 93 | 65 | Billie | 41 | enzyme | 66 | demolition | 6 | bel | 85 | 9 | 43 | 46 | 57 | 39 | 24 | clasp | 65 | 80 | 42 | 40 | source | 74 | 39 | actual | seal | startle | 59 | 77 | reliant | gaffe | pamper | 3 | 40 | 44 | 31
beater : timid | synergistic | 71 | franca | lady | 66 | 89 | debugger | 76 | wraparound | Arnold | 17 | 81 | snub | ectopic | 31 | 91 | 24 | marionette | dysplasia | grudge | tinker | 41 | 69 | Bamako | 41 | 66 | ostracism | 1 | 21 | 5 | 83 | 47 | abode | 91 | 87 | 42 | shelter | crucify
antisemitic : 10 | refute | 95 | 47 | 21 | 67 | 54 | Corvallis | glycol | 82 | 86 | eider | 53 | 3 | 16 | 72 | 18 | 0 | phosphide | 35 | viscous | 90 | Malta | polytechnic | corpuscular | swab | 41 | Gladstone | 73 | 24 | 31 | tater | 12 | 74 | custom | 14 | 4 | 95 | 30
87 : Pablo | 38 | 85 | 76 | 47 | 27 | 27 | canoe | 87 | 14 | weatherbeaten | 69 | 84 | 82 | programming | 63 | javelin | 87 | Pete | SCM | configure | 64 | demoniac | 16 | barbarism | Tipperary | pose | isocline | pediatric | 31 | resplendent | 11 | prestigious | 38 | maidservant | 12 | 1 | passim | am
Polyphemus : 80 | consort | 22 | bacchanalian | amulet | bristle | 72 | 70 | 85 | 11 | 92 | stamina | matroid | 62 | 81 | 49 | 86 | 56 | 56 | 30 | Soc | 3 | 67 | 81 | 46 | party | propulsion | 23 | 31 | 98 | clotheshorse | 17 | 75 | drill | 40 | 81 | 46 | 46 | 68
octahedron : 73 | 87 | 40 | 52 | minaret | fibrosis | SIAM | Stokes | strafe | asylum | 53 | Lafayette | 73 | receipt | bel | 14 | 91 | 82 | 5 | 27 | mimicking | 59 | 56 | flail | laden | sloe | stable | 6 | 4 | icosahedra | karma | restitution | 90 | 0 | 67 | 57 | workout | 23 | Carnegie
28 : broadloom | 16 | 28 | loam | 46 | appropriate | 89 | 76 | hovel | 12 | 34 | Cyrus | 36 | Carolina | 60 | profit | Berra | myself | 17 | 33 | 20 | anyhow | architectonic | 86 | 41 | 54 | 10 | manifold | 73 | 40 | 78 | 47 | Honshu | 37 | 71 | 45 | 67 | 61 | 36
wind : 71 | 39 | Brian | intern | 29 | marketwise | 0 | tantalum | 64 | 42 | 20 | infant | 1 | 46 | Cameron | wheeze | 68 | Napoleon | 87 | mellow | yaw | 24 | finite | 76 | Parmesan | 54 | 47 | 15 | uniform | 42 | phi | 54 | 57 | 55 | hash | 27 | oppressor | ski | 14
7 : 24 | 99 | 62 | spell | abandon | 96 | beefy | 66 | 86 | 68 | 7 | 97 | 96 | tilde | 34 | 7 | 94 | 50 | 8 | 50 | trainee | 50 | 98 | 57 | 27 | Kuwait | 6 | procrastinate | frivolous | erotica | steeplebush | penetrable | 39 | 33 | Katie | Mali | 23 | chorine | 75
89 : 48 | sixteen | 9 | u's | breakage | Salisbury | aphelion | 37 | transferral | Bethesda | Elizabeth | 53 | escarpment | 94 | 1 | 61 | 68 | 26 | 1 | cannonball | 85 | 22 | cue | surcharge | sportsman | 99 | 14 | 74 | 66 | 26 | spline | astride | numismatic | 78 | 56 | 11 | scaly | mimosa | 15
